Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DEUEME002,Emden - Außenhafen,61,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"('HUNGYO001','GyÃ¶r - Werk',500,17.67901,47.70019,'User 9','Sunday-07-24', 'Friday-02-27', 5,8, 'Hungary'),",HUNGYO001,GyÃ¶r - Werk,500,0,17.67901,47.70019,User 9,2022-07-24 00:00:00,2026-02-27 00:00:00,5,8,Hungary,,INVENT,162,,,,,
"('IRLJR    K','IRLAND, DUBLIN',500,-6.2605593,53.3493795,'User 1','Tuesday-12-07', 'Saturday-05-29', 3,7, 'Ireland'),",IRLJR    K,"IRLAND, DUBLIN",500,0,-6.2605593,53.3493795,User 1,2021-12-07 00:00:00,2027-05-29 00:00:00,3,7,Ireland,,INVENT,163,,,,,
"('MEXVER001','HAFEN VERACRUZ',500,-96.1383572,19.2003429,'User 2','Tuesday-03-01', 'Friday-03-02', 1,1, 'Mexico'),",MEXVER001,HAFEN VERACRUZ,500,0,-96.1383572,19.2003429,User 2,2022-03-01 00:00:00,2029-03-02 00:00:00,1,1,Mexico,,INVENT,164,J1,,FIN,19.2003429,-96.1383572
"('NOROSL001','NORWEGEN, OSLO',500,10.7389701,59.9133301,'User 3','Wednesday-02-16', 'Thursday-11-15', 8,1, 'Norway'),",NOROSL001,"NORWEGEN, OSLO",500,0,10.7389701,59.9133301,User 3,2022-02-16 00:00:00,2029-11-15 00:00:00,8,1,Norway,,INVENT,165,,,,,
"('POLPOZ001','Poznan - Werk',500,17.0321428,52.4089571,'User 4','Friday-12-25', 'Wednesday-07-15', 8,7, 'Poland'),",POLPOZ001,Poznan - Werk,500,0,17.0321428,52.4089571,User 4,2020-12-25 00:00:00,2026-07-15 00:00:00,8,7,Poland,,INVENT,166,,,,,
"('POLSRZ001','Swarzedz - STS',500,17.09652,52.39988,'User 5','Saturday-11-14', 'Monday-02-08', 1,8, 'Poland'),",POLSRZ001,Swarzedz - STS,500,0,17.09652,52.39988,User 5,2020-11-14 00:00:00,2027-02-08 00:00:00,1,8,Poland,,INVENT,167,,,,,
"('POLWSN001','Wrzesnia - Werk',500,17.52056,52.30059,'User 6','Friday-04-28', 'Friday-03-16', 5,9, 'Poland'),",POLWSN001,Wrzesnia - Werk,500,0,17.52056,52.30059,User 6,2023-04-28 00:00:00,2029-03-16 00:00:00,5,9,Poland,,INVENT,168,,,,,
"('PRT4305  L','Setubal',500,-8.8932341,38.5241783,'User 7','Monday-05-02', 'Friday-01-25', 7,2, 'Portugal'),",PRT4305  L,Setubal,500,0,-8.8932341,38.5241783,User 7,2022-05-02 00:00:00,2030-01-25 00:00:00,7,2,Portugal,,INVENT,169,,,,,
"('PRT43W0H L','Setubal',500,-8.8932341,38.5241783,'User 8','Wednesday-01-26', 'Saturday-01-11', 2,4, 'Portugal'),",PRT43W0H L,Setubal,500,0,-8.8932341,38.5241783,User 8,2022-01-26 00:00:00,2025-01-11 00:00:00,2,4,Portugal,,INVENT,170,,,,,
"('PRT614   H','LeixÃµes ',500,-8.6961588,41.1864507,'User 9','Wednesday-05-25', 'Monday-03-23', 3,5, 'Portugal'),",PRT614   H,LeixÃµes ,500,0,-8.6961588,41.1864507,User 9,2022-05-25 00:00:00,2026-03-23 00:00:00,3,5,Portugal,,INVENT,171,,,,,
"('PRTAGM001','Aguas de Moura - CAT',500,-8.6914619,38.5852943,'User 1','Friday-08-05', 'Monday-01-11', 9,7, 'Portugal'),",PRTAGM001,Aguas de Moura - CAT,500,0,-8.6914619,38.5852943,User 1,2022-08-05 00:00:00,2027-01-11 00:00:00,9,7,Portugal,,INVENT,172,,,,,
"('PRTPAL001','Palmela - Werk',500,-8.99751,38.57167,'User 2','Sunday-05-02', 'Thursday-04-24', 2,9, 'Portugal'),",PRTPAL001,Palmela - Werk,500,0,-8.99751,38.57167,User 2,2021-05-02 00:00:00,2025-04-24 00:00:00,2,9,Portugal,,INVENT,173,,,,,
"('PRTSET001','Setubal - Autoeuropa',500,-8.88851,38.52133,'User 3','Saturday-05-29', 'Wednesday-02-14', 9,1, 'Portugal'),",PRTSET001,Setubal - Autoeuropa,500,0,-8.88851,38.52133,User 3,2021-05-29 00:00:00,2029-02-14 00:00:00,9,1,Portugal,,INVENT,174,,,,,
"('SVK3737  L','VajnorskÃ¡',500,17.1739161,48.1866903,'User 4','Thursday-03-04', 'Saturday-11-04', 10,9, 'Slovakia'),",SVK3737  L,VajnorskÃ¡,500,0,17.1739161,48.1866903,User 4,2021-03-04 00:00:00,2028-11-04 00:00:00,10,9,Slovakia,,INVENT,175,,,,,
"('SVK3765  L','Bratislava',500,17.1093063,48.1516988,'User 5','Saturday-03-06', 'Friday-05-26', 1,3, 'Slovakia'),",SVK3765  L,Bratislava,500,0,17.1093063,48.1516988,User 5,2021-03-06 00:00:00,2028-05-26 00:00:00,1,3,Slovakia,,INVENT,176,,,,,
"('SVK37W0A L','PEZINOK WLTP',500,17.270194,48.2854539,'User 6','Tuesday-01-26', 'Monday-03-29', 2,3, 'Slovakia'),",SVK37W0A L,PEZINOK WLTP,500,0,17.270194,48.2854539,User 6,2021-01-26 00:00:00,2027-03-29 00:00:00,2,3,Slovakia,,INVENT,177,,,,,
"('SVKBTS001','Bratislava - Werk',500,16.99152,48.2252,'User 7','Sunday-03-12', 'Friday-04-11', 8,4, 'Slovakia'),",SVKBTS001,Bratislava - Werk,500,0,16.99152,48.2252,User 7,2023-03-12 00:00:00,2025-04-11 00:00:00,8,4,Slovakia,,INVENT,178,,,,,
"('SVKBTS002','Bratislava - Lagermax',500,17.18321,48.21971,'User 8','Monday-05-17', 'Saturday-08-03', 2,10, 'Slovakia'),",SVKBTS002,Bratislava - Lagermax,500,0,17.18321,48.21971,User 8,2021-05-17 00:00:00,2030-08-03 00:00:00,2,10,Slovakia,,INVENT,179,,,,,
"('SVKTNA001','Trnava - Gefco',500,17.62254,48.36182,'User 9','Sunday-04-11', 'Thursday-09-27', 10,9, 'Slovakia'),",SVKTNA001,Trnava - Gefco,500,0,17.62254,48.36182,User 9,2021-04-11 00:00:00,2029-09-27 00:00:00,10,9,Slovakia,,INVENT,180,,,,,
"('SVNKOP001','Koper - BLG',500,13.744025266773,45.54491135,'User 1','Monday-10-03', 'Saturday-07-31', 8,4, 'Slovenia'),",SVNKOP001,Koper - BLG,500,0,13.744025266773,45.54491135,User 1,2022-10-03 00:00:00,2027-07-31 00:00:00,8,4,Slovenia,,INVENT,181,,,,,
"('ZAFDUR001','DURBAN',500,31.009909,-29.861825,'User 2','Sunday-02-07', 'Thursday-05-18', 9,6, 'South Africa'),",ZAFDUR001,DURBAN,500,0,31.009909,-29.861825,User 2,2021-02-07 00:00:00,2028-05-18 00:00:00,9,6,South Africa,,INVENT,182,,,,,
"('ZAFPLZ001','GQEBERHA (EHEMALS PORT ELIZABE',500,25.6186512,-33.9618359,'User 3','Monday-01-16', 'Saturday-12-02', 2,3, 'South Africa'),",ZAFPLZ001,GQEBERHA (EHEMALS PORT ELIZABE,500,0,25.6186512,-33.9618359,User 3,2023-01-16 00:00:00,2028-12-02 00:00:00,2,3,South Africa,,INVENT,183,,,,,
"('AUTOZ    K','OESTERREICH, DIPLOMATEN',500,14.143702,47.522617,'User 4','Sunday-06-12', 'Monday-10-06', 5,4, 'Austria'),",AUTOZ    K,"OESTERREICH, DIPLOMATEN",500,0,14.143702,47.522617,User 4,2022-06-12 00:00:00,2025-10-06 00:00:00,5,4,Austria,,INVENT,184,,,,,
"('AUTSWN001','Strasswalchen - Lagermax',500,13.2524,47.98514,'User 5','Sunday-07-03', 'Wednesday-02-27', 9,1, 'Austria'),",AUTSWN001,Strasswalchen - Lagermax,500,0,13.2524,47.98514,User 5,2022-07-03 00:00:00,2030-02-27 00:00:00,9,1,Austria,,INVENT,185,,,,,
"('AUTWNR001','Wiener Neustadt - HÃ¶dlmayr',500,16.22249,47.79864,'User 6','Sunday-01-12', 'Sunday-02-13', 6,4, 'Austria'),",AUTWNR001,Wiener Neustadt - HÃ¶dlmayr,500,0,16.22249,47.79864,User 6,2020-01-12 00:00:00,2028-02-13 00:00:00,6,4,Austria,,INVENT,186,,,,,
"('CHELPG001','Lupfig - AMAG',500,8.21115,47.44898,'User 7','Thursday-06-22', 'Monday-10-29', 10,10, 'Switzerland'),",CHELPG001,Lupfig - AMAG,500,0,8.21115,47.44898,User 7,2023-06-22 00:00:00,2029-10-29 00:00:00,10,10,Switzerland,,INVENT,187,,,,,
"('CZEJNC001','Jenec - HÃ¶dlmayr',500,14.21276,50.09375,'User 8','Sunday-02-21', 'Tuesday-09-29', 1,1, 'Czech Republic'),",CZEJNC001,Jenec - HÃ¶dlmayr,500,0,14.21276,50.09375,User 8,2021-02-21 00:00:00,2026-09-29 00:00:00,1,1,Czech Republic,,INVENT,188,,,,,
"('ESPEL    K','SPAIN, HUB',500,2.1655498,41.3924382,'User 9','Tuesday-04-06', 'Monday-05-07', 5,5, 'Spain'),",ESPEL    K,"SPAIN, HUB",500,0,2.1655498,41.3924382,User 9,2021-04-06 00:00:00,2029-05-07 00:00:00,5,5,Spain,,INVENT,189,,,,,
"('HRVLUK001','Lagermax Lagerplatz Luka ',500,16.6081032,43.5146404,'User 1','Wednesday-11-22', 'Friday-11-05', 3,10, 'Croatia'),",HRVLUK001,Lagermax Lagerplatz Luka ,500,0,16.6081032,43.5146404,User 1,2023-11-22 00:00:00,2027-11-05 00:00:00,3,10,Croatia,,INVENT,190,,,,,
"('HUNBUA001','BudaÃ¶rs - Lagermax',500,18.97077,47.44662,'User 2','Monday-12-25', 'Saturday-10-19', 10,5, 'Hungary'),",HUNBUA001,BudaÃ¶rs - Lagermax,500,0,18.97077,47.44662,User 2,2023-12-25 00:00:00,2030-10-19 00:00:00,10,5,Hungary,,INVENT,191,,,,,
"('ITAVRN001','Verona - Bertani',500,10.93306,45.41978,'User 3','Monday-02-20', 'Saturday-12-19', 1,8, 'Italy'),",ITAVRN001,Verona - Bertani,500,0,10.93306,45.41978,User 3,2023-02-20 00:00:00,2026-12-19 00:00:00,1,8,Italy,,INVENT,192,,,,,
"('NLDLEU001','Leusden - Pon Logistics',500,5.41336,52.12079,'User 4','Monday-04-12', 'Monday-11-18', 7,2, 'Netherlands'),",NLDLEU001,Leusden - Pon Logistics,500,0,5.41336,52.12079,User 4,2021-04-12 00:00:00,2030-11-18 00:00:00,7,2,Netherlands,,INVENT,193,,,,,
"('PRTAZA001','Azambuja - SIVA',500,-8.91558,39.04962,'User 5','Wednesday-12-22', 'Tuesday-11-05', 9,3, 'Portugal'),",PRTAZA001,Azambuja - SIVA,500,0,-8.91558,39.04962,User 5,2021-12-22 00:00:00,2030-11-05 00:00:00,9,3,Portugal,,INVENT,194,,,,,
"('DNKVDP001','Vamdrup - Dansk Auto Logik',500,9.31196,55.43712,'User 6','Saturday-01-16', 'Wednesday-08-14', 9,10, 'Denmark'),",DNKVDP001,Vamdrup - Dansk Auto Logik,500,0,9.31196,55.43712,User 6,2021-01-16 00:00:00,2030-08-14 00:00:00,9,10,Denmark,,INVENT,195,,,,,
"('FRABAS001','Bassens - CAT',500,-0.5221276,44.9053278,'User 7','Tuesday-12-01', 'Thursday-09-04', 2,8, 'France'),",FRABAS001,Bassens - CAT,500,0,-0.5221276,44.9053278,User 7,2020-12-01 00:00:00,2025-09-04 00:00:00,2,8,France,,INVENT,196,,,,,
"('KORSEL001','Seoul - Volkswagen Group Korea',500,127.052321725338,37.52575355,'User 8','Saturday-02-27', 'Saturday-05-17', 6,10, 'South Korea'),",KORSEL001,Seoul - Volkswagen Group Korea,500,0,127.052321725338,37.52575355,User 8,2021-02-27 00:00:00,2025-05-17 00:00:00,6,10,South Korea,,INVENT,197,,,,,
"('FRABAT001','Batilly - CAT',500,5.99438,49.18159,'User 2','Tuesday-05-09', 'Wednesday-10-25', 4,2, 'France'),",FRABAT001,Batilly - CAT,500,0,5.99438,49.18159,User 2,2023-05-09 00:00:00,2028-10-25 00:00:00,4,2,France,,INVENT,198,,,,,
"('FRACBA001','Corbas (Lyon) - TEA',500,4.91447,45.68642,'User 1','Tuesday-07-19', 'Sunday-06-01', 1,2, 'France'),",FRACBA001,Corbas (Lyon) - TEA,500,0,4.91447,45.68642,User 1,2022-07-19 00:00:00,2025-06-01 00:00:00,1,2,France,,INVENT,199,,,,,
"('FRACRD001','Creutzwald - Tramosa',500,6.6872,49.18529,'User 7','Monday-01-16', 'Thursday-07-05', 3,4, 'France'),",FRACRD001,Creutzwald - Tramosa,500,0,6.6872,49.18529,User 7,2023-01-16 00:00:00,2029-07-05 00:00:00,3,4,France,,INVENT,200,,,,,
"('ITAARP001','Arena Po - Bertani',500,9.38801,45.08488,'User 3','Tuesday-08-30', 'Sunday-10-14', 1,2, 'Italy'),",ITAARP001,Arena Po - Bertani,500,0,9.38801,45.08488,User 3,2022-08-30 00:00:00,2029-10-14 00:00:00,1,2,Italy,,INVENT,201,,,,,
"('ITAPEF001','Piadena - Altmann',500,10.36434,45.12519,'User 4','Monday-05-24', 'Saturday-02-01', 1,4, 'Italy'),",ITAPEF001,Piadena - Altmann,500,0,10.36434,45.12519,User 4,2021-05-24 00:00:00,2025-02-01 00:00:00,1,4,Italy,,INVENT,202,,,,,
"('NLDRTM001','Rotterdam - C.RO Ports',500,4.2584833,51.8926688,'User 5','Friday-08-06', 'Saturday-04-04', 1,8, 'Netherlands'),",NLDRTM001,Rotterdam - C.RO Ports,500,0,4.2584833,51.8926688,User 5,2021-08-06 00:00:00,2026-04-04 00:00:00,1,8,Netherlands,,INVENT,203,,,,,
"('MARMK    K','MAROKKO, CASABLANCA',500,-7.6200284,33.5945144,'User 6','Thursday-11-12', 'Sunday-12-01', 6,9, 'Morocco'),",MARMK    K,"MAROKKO, CASABLANCA",500,0,-7.6200284,33.5945144,User 6,2020-11-12 00:00:00,2030-12-01 00:00:00,6,9,Morocco,,INVENT,204,,,,,
"('ANDESC001','Escaldes-Engordany',500,1.5353805,42.5127196,'User 7','Monday-07-12', 'Wednesday-02-17', 6,2, 'Andorra'),",ANDESC001,Escaldes-Engordany,500,0,1.5353805,42.5127196,User 7,2021-07-12 00:00:00,2027-02-17 00:00:00,6,2,Andorra,,INVENT,205,,,,,
"('AUSPBN001','AUSTRALIEN, BRISBANE',500,153.0234991,-27.4689682,'User 8','Friday-03-31', 'Tuesday-12-22', 10,2, 'Australia'),",AUSPBN001,"AUSTRALIEN, BRISBANE",500,0,153.0234991,-27.4689682,User 8,2023-03-31 00:00:00,2026-12-22 00:00:00,10,2,Australia,,INVENT,206,,,,,
"('AUSPKL001','AUSTRALIEN, SYDNEY',500,151.2082848,-33.8698439,'User 9','Sunday-05-23', 'Saturday-12-04', 1,2, 'Australia'),",AUSPKL001,"AUSTRALIEN, SYDNEY",500,0,151.2082848,-33.8698439,User 9,2021-05-23 00:00:00,2027-12-04 00:00:00,1,2,Australia,,INVENT,207,,,,,
"('AUTSCH001','Schwertberg - HÃ¶dlmayr',500,14.5773,48.26338,'User 1','Wednesday-01-08', 'Sunday-11-29', 9,2, 'Austria'),",AUTSCH001,Schwertberg - HÃ¶dlmayr,500,0,14.5773,48.26338,User 1,2020-01-08 00:00:00,2026-11-29 00:00:00,9,2,Austria,,INVENT,208,,,,,
"('ESP4951  L','Barcelona-Diana',500,2.153082,41.403614,'User 2','Wednesday-02-02', 'Thursday-11-22', 3,8, 'Spain'),",ESP4951  L,Barcelona-Diana,500,0,2.153082,41.403614,User 2,2022-02-02 00:00:00,2029-11-22 00:00:00,3,8,Spain,,INVENT,209,,,,,
"('ESP4952  L','Valencia-Diana',500,-0.363258,39.464773,'User 3','Sunday-11-15', 'Thursday-02-20', 10,3, 'Spain'),",ESP4952  L,Valencia-Diana,500,0,-0.363258,39.464773,User 3,2020-11-15 00:00:00,2025-02-20 00:00:00,10,3,Spain,,INVENT,210,,,,,
"('ESP4954  L','Madrid-Diana',500,-3.70275,40.41831,'User 4','Wednesday-05-05', 'Tuesday-06-03', 10,8, 'Spain'),",ESP4954  L,Madrid-Diana,500,0,-3.70275,40.41831,User 4,2021-05-05 00:00:00,2025-06-03 00:00:00,10,8,Spain,,INVENT,211,,,,,
"('ESP4959  L','Vebta de Banos-Diana',500,-4.493216,41.921322,'User 5','Thursday-04-27', 'Friday-01-05', 10,4, 'Spain'),",ESP4959  L,Vebta de Banos-Diana,500,0,-4.493216,41.921322,User 5,2023-04-27 00:00:00,2029-01-05 00:00:00,10,4,Spain,,INVENT,212,,,,,
"('ESP4976  L','Calaf',500,1.5150275,41.7323852,'User 6','Saturday-12-25', 'Monday-04-27', 2,6, 'Spain'),",ESP4976  L,Calaf,500,0,1.5150275,41.7323852,User 6,2021-12-25 00:00:00,2026-04-27 00:00:00,2,6,Spain,,INVENT,213,,,,,
"('ESP4981  L','Llagosta',500,2.1912073,41.5139877,'User 7','Tuesday-02-23', 'Monday-03-27', 10,1, 'Spain'),",ESP4981  L,Llagosta,500,0,2.1912073,41.5139877,User 7,2021-02-23 00:00:00,2028-03-27 00:00:00,10,1,Spain,,INVENT,214,,,,,
"('ESP4982  L','Roda-Diana',500,2.308657,41.982193,'User 8','Friday-03-03', 'Thursday-11-01', 6,4, 'Spain'),",ESP4982  L,Roda-Diana,500,0,2.308657,41.982193,User 8,2023-03-03 00:00:00,2029-11-01 00:00:00,6,4,Spain,,INVENT,215,,,,,
"('ESPVGO001','Vigo - Flota Suardiaz',500,-8.75343,42.22963,'User 9','Thursday-12-09', 'Friday-09-14', 7,3, 'Spain'),",ESPVGO001,Vigo - Flota Suardiaz,500,0,-8.75343,42.22963,User 9,2021-12-09 00:00:00,2029-09-14 00:00:00,7,3,Spain,,INVENT,216,,,,,
"('POLPOZ002','Poznan - Volkswagen Group Polska',500,16.97531,52.41239,'User 1','Tuesday-10-03', 'Wednesday-06-26', 5,3, 'Poland'),",POLPOZ002,Poznan - Volkswagen Group Polska,500,0,16.97531,52.41239,User 1,2023-10-03 00:00:00,2030-06-26 00:00:00,5,3,Poland,,INVENT,217,,,,,
"('CANEPG001','CANADA, HALIFAX, NS (PORSCHE)',500,-112.530919,58.341159,'User 2','Saturday-05-22', 'Thursday-12-14', 4,4, 'Canada'),",CANEPG001,"CANADA, HALIFAX, NS (PORSCHE)",500,0,-112.530919,58.341159,User 2,2021-05-22 00:00:00,2028-12-14 00:00:00,4,4,Canada,,INVENT,218,,,,,
"('FRAFOR001','Forbach - CAT (Egerland France)',500,6.877,49.18014,'User 3','Monday-05-31', 'Friday-05-22', 7,3, 'France'),",FRAFOR001,Forbach - CAT (Egerland France),500,0,6.877,49.18014,User 3,2021-05-31 00:00:00,2026-05-22 00:00:00,7,3,France,,INVENT,219,,,,,
"('JPNJY    K','JAPAN AUDI NIPPON KK',500,139.2394179,36.5748441,'User 4','Sunday-10-11', 'Wednesday-09-24', 5,8, 'Japan'),",JPNJY    K,JAPAN AUDI NIPPON KK,500,0,139.2394179,36.5748441,User 4,2020-10-11 00:00:00,2025-09-24 00:00:00,5,8,Japan,,INVENT,220,,,,,
"('JPNJYN   K','JAPAN; PORSCHE',500,139.2394179,36.5748441,'User 5','Saturday-01-15', 'Saturday-09-14', 2,1, 'Japan'),",JPNJYN   K,JAPAN; PORSCHE,500,0,139.2394179,36.5748441,User 5,2022-01-15 00:00:00,2030-09-14 00:00:00,2,1,Japan,,INVENT,221,,,,,
"('JPNJZ    K','JAPAN; VW GROUP JAPAN KK',500,139.154461,36.660927,'User 6','Saturday-02-13', 'Thursday-08-02', 8,4, 'Japan'),",JPNJZ    K,JAPAN; VW GROUP JAPAN KK,500,0,139.154461,36.660927,User 6,2021-02-13 00:00:00,2029-08-02 00:00:00,8,4,Japan,,INVENT,222,,,,,
"('MEXME    K','MEXIKO, PUEBLA (VW DE MEXICO S',500,-98.469485,19.497059,'User 7','Wednesday-06-29', 'Saturday-12-30', 5,4, 'Mexico'),",MEXME    K,"MEXIKO, PUEBLA (VW DE MEXICO S",500,0,-98.469485,19.497059,User 7,2022-06-29 00:00:00,2028-12-30 00:00:00,5,4,Mexico,,INVENT,223,,,,,
"('ROUCUT001','Curtici - Lagermax',500,21.30015,46.33131,'User 8','Thursday-03-12', 'Monday-05-17', 6,2, 'Romania'),",ROUCUT001,Curtici - Lagermax,500,0,21.30015,46.33131,User 8,2020-03-12 00:00:00,2027-05-17 00:00:00,6,2,Romania,,INVENT,224,,,,,
"('TWNNT    K','TAIWAN, NEW TAIPEI CITY',500,121.4656619,25.011997,'User 9','Monday-03-02', 'Monday-05-01', 10,7, 'Taiwan'),",TWNNT    K,"TAIWAN, NEW TAIPEI CITY",500,0,121.4656619,25.011997,User 9,2020-03-02 00:00:00,2028-05-01 00:00:00,10,7,Taiwan,,INVENT,225,,,,,
"('TWNTV    K','TAIWAN, KEELUNG',500,121.744652,25.1317232,'User 1','Tuesday-06-14', 'Tuesday-02-27', 2,8, 'Taiwan'),",TWNTV    K,"TAIWAN, KEELUNG",500,0,121.744652,25.1317232,User 1,2022-06-14 00:00:00,2029-02-27 00:00:00,2,8,Taiwan,,INVENT,226,,,,,
"('USABNC001','USA, BENICIA',500,-122.1585777,38.049365,'User 2','Monday-03-14', 'Wednesday-05-05', 9,1, 'United States'),",USABNC001,"USA, BENICIA",500,0,-122.1585777,38.049365,User 2,2022-03-14 00:00:00,2027-05-05 00:00:00,9,1,United States,,INVENT,227,,,,,
"('USAHOU001','USA, HOUSTON (PORSCHE)',500,-95.3676974,29.7589382,'User 3','Tuesday-06-06', 'Friday-03-27', 3,4, 'United States'),",USAHOU001,"USA, HOUSTON (PORSCHE)",500,0,-95.3676974,29.7589382,User 3,2023-06-06 00:00:00,2026-03-27 00:00:00,3,4,United States,,INVENT,228,,,,,
"('USAJAX001','USA, JACKSONVILLE (PORSCHE)',500,-81.655651,30.3321838,'User 4','Monday-02-01', 'Saturday-03-20', 8,5, 'United States'),",USAJAX001,"USA, JACKSONVILLE (PORSCHE)",500,0,-81.655651,30.3321838,User 4,2021-02-01 00:00:00,2027-03-20 00:00:00,8,5,United States,,INVENT,229,,,,,
"('USANKT001','USA, DAVISVILLE (PORSCHE)',500,-91.1851368,37.8078237,'User 5','Monday-04-04', 'Saturday-09-23', 9,8, 'United States'),",USANKT001,"USA, DAVISVILLE (PORSCHE)",500,0,-91.1851368,37.8078237,User 5,2022-04-04 00:00:00,2028-09-23 00:00:00,9,8,United States,,INVENT,230,,,,,
"('USANLN001','USA, SAN DIEGO',500,-117.1627728,32.7174202,'User 6','Tuesday-12-13', 'Wednesday-07-19', 9,10, 'United States'),",USANLN001,"USA, SAN DIEGO",500,0,-117.1627728,32.7174202,User 6,2022-12-13 00:00:00,2028-07-19 00:00:00,9,10,United States,,INVENT,231,,,,,
"('USAPPO001','USA, BALTIMORE',500,-76.610759,39.2908816,'User 7','Friday-04-23', 'Tuesday-10-02', 9,5, 'United States'),",USAPPO001,"USA, BALTIMORE",500,0,-76.610759,39.2908816,User 7,2021-04-23 00:00:00,2029-10-02 00:00:00,9,5,United States,,INVENT,232,,,,,
"('USAUE    K','USA, OMSC (AUSLIEFERUNG UEBER',500,-100.445882,39.7837304,'User 8','Thursday-08-11', 'Wednesday-09-11', 7,9, 'United States'),",USAUE    K,"USA, OMSC (AUSLIEFERUNG UEBER",500,0,-100.445882,39.7837304,User 8,2022-08-11 00:00:00,2030-09-11 00:00:00,7,9,United States,,INVENT,233,,,,,
"('USAUF    K','USA, SAN BERNARDINO, CA (WESTE',500,-117.28946,34.1081621,'User 9','Thursday-03-03', 'Friday-12-03', 2,10, 'United States'),",USAUF    K,"USA, SAN BERNARDINO, CA (WESTE",500,0,-117.28946,34.1081621,User 9,2022-03-03 00:00:00,2027-12-03 00:00:00,2,10,United States,,INVENT,234,,,,,
"('KAZHE    K','KASACHSTAN, ALMATY',500,76.9457275,43.2363924,'User 1','Saturday-04-08', 'Thursday-05-21', 10,2, 'Kazakhstan'),",KAZHE    K,"KASACHSTAN, ALMATY",500,0,76.9457275,43.2363924,User 1,2023-04-08 00:00:00,2026-05-21 00:00:00,10,2,Kazakhstan,,INVENT,235,,,,,
"('TURTK    K','TUERKEI, DERINCE',500,29.8307537,40.757461,'User 2','Saturday-05-06', 'Sunday-03-12', 5,6, 'Turkey'),",TURTK    K,"TUERKEI, DERINCE",500,0,29.8307537,40.757461,User 2,2023-05-06 00:00:00,2028-03-12 00:00:00,5,6,Turkey,,INVENT,236,,,,,
"('TURTP    K','TUERKEI, EFESAN (AUDI)',500,27.3787643,37.0276907,'User 3','Sunday-11-05', 'Tuesday-04-16', 10,10, 'Turkey'),",TURTP    K,"TUERKEI, EFESAN (AUDI)",500,0,27.3787643,37.0276907,User 3,2023-11-05 00:00:00,2030-04-16 00:00:00,10,10,Turkey,,INVENT,237,,,,,
"('AUSPOR001','AUSTRALIEN, MELBOURNE',500,144.9631732,-37.8142454,'User 4','Tuesday-12-19', 'Friday-11-05', 3,5, 'Australia'),",AUSPOR001,"AUSTRALIEN, MELBOURNE",500,0,144.9631732,-37.8142454,User 4,2023-12-19 00:00:00,2027-11-05 00:00:00,3,5,Australia,,INVENT,238,,,,,
"('CHNCAN   H','CHINA, GUANGZHOU',500,113.2592945,23.1301964,'User 5','Thursday-08-18', 'Monday-10-15', 5,1, 'China'),",CHNCAN   H,"CHINA, GUANGZHOU",500,0,113.2592945,23.1301964,User 5,2022-08-18 00:00:00,2029-10-15 00:00:00,5,1,China,,INVENT,239,,,,,
"('CHNLC    K','CHINA, TIANJIN',500,117.1913008,39.1175488,'User 6','Monday-11-22', 'Tuesday-11-27', 9,2, 'China'),",CHNLC    K,"CHINA, TIANJIN",500,0,117.1913008,39.1175488,User 6,2021-11-22 00:00:00,2029-11-27 00:00:00,9,2,China,,INVENT,240,,,,,
"('CHNLD    K','CHINA, SHANGHAI',500,121.4691024,31.2323437,'User 7','Friday-07-10', 'Tuesday-11-11', 10,4, 'China'),",CHNLD    K,"CHINA, SHANGHAI",500,0,121.4691024,31.2323437,User 7,2020-07-10 00:00:00,2025-11-11 00:00:00,10,4,China,,INVENT,241,,,,,
"('CHNLF    K','CHINA, GUANGZHOU HUANGPU',500,113.38247,23.11883,'User 8','Monday-12-21', 'Tuesday-08-13', 4,7, 'China'),",CHNLF    K,"CHINA, GUANGZHOU HUANGPU",500,0,113.38247,23.11883,User 8,2020-12-21 00:00:00,2030-08-13 00:00:00,4,7,China,,INVENT,242,,,,,
"('CHNSHA   H','CHINA, SHANGHAI',500,121.4691024,31.2323437,'User 9','Tuesday-05-12', 'Monday-04-07', 2,8, 'China'),",CHNSHA   H,"CHINA, SHANGHAI",500,0,121.4691024,31.2323437,User 9,2020-05-12 00:00:00,2025-04-07 00:00:00,2,8,China,,INVENT,243,,,,,
"('CHNTJP   H','CHINA, TIANJIN PORT',500,117.1913008,39.1175488,'User 1','Friday-05-13', 'Saturday-04-22', 6,5, 'China'),",CHNTJP   H,"CHINA, TIANJIN PORT",500,0,117.1913008,39.1175488,User 1,2022-05-13 00:00:00,2028-04-22 00:00:00,6,5,China,,INVENT,244,,,,,
"('GTMKA    K','GUATEMALA, SANTO TOMAS DE CAST',500,-88.6118496,15.6866305,'User 2','Sunday-10-09', 'Thursday-06-21', 10,8, 'Guatemala'),",GTMKA    K,"GUATEMALA, SANTO TOMAS DE CAST",500,0,-88.6118496,15.6866305,User 2,2022-10-09 00:00:00,2029-06-21 00:00:00,10,8,Guatemala,,INVENT,245,,,,,
