TABLE NAME,COLUM NAME,COLUM NAME.1,COLUM NAME.2,Unnamed: 4,Unnamed: 5,Unnamed: 6,COLUM NAME.3,Unnamed: 8
"(75, 460, 'Thursday-10-10'),",75,460,2024-10-10 00:00:00,DEUHAJ001,11492,0,460,2024-10-10 00:00:00
"(76, 965, 'Thursday-10-10'),",76,965,2024-10-10 00:00:00,DEUHAJ002,2222,0,965,2024-10-10 00:00:00
"(77, 21, 'Thursday-10-10'),",77,21,2024-10-10 00:00:00,DEUHAJ003,106,0,21,2024-10-10 00:00:00
"(78, 9, 'Thursday-10-10'),",78,9,2024-10-10 00:00:00,DEUHAJ004,175,0,9,2024-10-10 00:00:00
"(79, 4194, 'Thursday-10-10'),",79,4194,2024-10-10 00:00:00,DEUHAM001,3000,1,4194,2024-10-10 00:00:00
"(80, -1618, 'Thursday-10-10'),",80,-1618,2024-10-10 00:00:00,DEUHAM002,2259,0,-1618,2024-10-10 00:00:00
"(81, 1, 'Thursday-10-10'),",81,1,2024-10-10 00:00:00,DEUHEA001,0,1,1,2024-10-10 00:00:00
"(82, 86, 'Thursday-10-10'),",82,86,2024-10-10 00:00:00,DEUHEN001,2222,0,86,2024-10-10 00:00:00
"(83, 2820, 'Thursday-10-10'),",83,2820,2024-10-10 00:00:00,DEUHMA001,2222,1,2820,2024-10-10 00:00:00
"(84, 8617, 'Thursday-10-10'),",84,8617,2024-10-10 00:00:00,DEUILG001,8140,1,8617,2024-10-10 00:00:00
"(85, -19919, 'Thursday-10-10'),",85,-19919,2024-10-10 00:00:00,DEUING001,5314,0,-19919,2024-10-10 00:00:00
"(86, 9165, 'Thursday-10-10'),",86,9165,2024-10-10 00:00:00,DEUKAK001,2222,1,9165,2024-10-10 00:00:00
"(87, 1261, 'Thursday-10-10'),",87,1261,2024-10-10 00:00:00,DEUKAS001,2222,0,1261,2024-10-10 00:00:00
"(88, 8327, 'Thursday-10-10'),",88,8327,2024-10-10 00:00:00,DEUKIP001,5884,1,8327,2024-10-10 00:00:00
"(89, 557, 'Thursday-10-10'),",89,557,2024-10-10 00:00:00,DEUKT2001,700,0,557,2024-10-10 00:00:00
"(90, -1320, 'Thursday-10-10'),",90,-1320,2024-10-10 00:00:00,DEULBC001,3500,0,-1320,2024-10-10 00:00:00
"(91, -1396, 'Thursday-10-10'),",91,-1396,2024-10-10 00:00:00,DEULBC002,3500,0,-1396,2024-10-10 00:00:00
"(92, 1, 'Thursday-10-10'),",92,1,2024-10-10 00:00:00,DEULDX001,1500,0,1,2024-10-10 00:00:00
"(93, 2580, 'Thursday-10-10'),",93,2580,2024-10-10 00:00:00,DEULEH001,2000,1,2580,2024-10-10 00:00:00
"(94, 1, 'Thursday-10-10'),",94,1,2024-10-10 00:00:00,DEUMMD001,500,0,1,2024-10-10 00:00:00
"(95, 403, 'Thursday-10-10'),",95,403,2024-10-10 00:00:00,DEUMUM001,2477,0,403,2024-10-10 00:00:00
"(96, 55, 'Thursday-10-10'),",96,55,2024-10-10 00:00:00,DEUNBI001,1464,0,55,2024-10-10 00:00:00
"(97, 3342, 'Thursday-10-10'),",97,3342,2024-10-10 00:00:00,DEUNDS001,2556,1,3342,2024-10-10 00:00:00
"(98, 11532, 'Thursday-10-10'),",98,11532,2024-10-10 00:00:00,DEUNEM001,48129,0,11532,2024-10-10 00:00:00
"(99, 7060, 'Thursday-10-10'),",99,7060,2024-10-10 00:00:00,DEUNSS001,4122,1,7060,2024-10-10 00:00:00
"(100, 2781, 'Thursday-10-10'),",100,2781,2024-10-10 00:00:00,DEUNUE001,1460,1,2781,2024-10-10 00:00:00
"(101, -1060, 'Thursday-10-10'),",101,-1060,2024-10-10 00:00:00,DEUOSN001,650,0,-1060,2024-10-10 00:00:00
"(102, 3409, 'Thursday-10-10'),",102,3409,2024-10-10 00:00:00,DEUOSN002,3146,1,3409,2024-10-10 00:00:00
"(103, 1491, 'Thursday-10-10'),",103,1491,2024-10-10 00:00:00,DEUOSN003,1605,0,1491,2024-10-10 00:00:00
"(104, 0, 'Thursday-10-10'),",104,0,2024-10-10 00:00:00,DEUPOOL  L,0,0,0,2024-10-10 00:00:00
"(105, 14217, 'Thursday-10-10'),",105,14217,2024-10-10 00:00:00,DEURDN001,15000,0,14217,2024-10-10 00:00:00
"(106, 1, 'Thursday-10-10'),",106,1,2024-10-10 00:00:00,DEURDS001,3,0,1,2024-10-10 00:00:00
"(107, 10, 'Thursday-10-10'),",107,10,2024-10-10 00:00:00,DEUREG001,0,1,10,2024-10-10 00:00:00
"(108, 40, 'Thursday-10-10'),",108,40,2024-10-10 00:00:00,DEUREG002,9,1,40,2024-10-10 00:00:00
"(109, 17130, 'Thursday-10-10'),",109,17130,2024-10-10 00:00:00,DEURKW001,20344,0,17130,2024-10-10 00:00:00
"(110, 6927, 'Thursday-10-10'),",110,6927,2024-10-10 00:00:00,DEUSAR001,17222,0,6927,2024-10-10 00:00:00
"(111, -37, 'Thursday-10-10'),",111,-37,2024-10-10 00:00:00,DEUSCF001,1487,0,-37,2024-10-10 00:00:00
"(112, 3, 'Thursday-10-10'),",112,3,2024-10-10 00:00:00,DEUSRD001,2222,0,3,2024-10-10 00:00:00
"(113, 0, 'Thursday-10-10'),",113,0,2024-10-10 00:00:00,DEUSTM001,35,0,0,2024-10-10 00:00:00
"(114, 0, 'Thursday-10-10'),",114,0,2024-10-10 00:00:00,DEUUCH001,0,0,0,2024-10-10 00:00:00
"(115, 314, 'Thursday-10-10'),",115,314,2024-10-10 00:00:00,DEUUEN001,2322,0,314,2024-10-10 00:00:00
"(116, 3783, 'Thursday-10-10'),",116,3783,2024-10-10 00:00:00,DEUULZ001,5700,0,3783,2024-10-10 00:00:00
"(117, 1838, 'Thursday-10-10'),",117,1838,2024-10-10 00:00:00,DEUWBW001,2222,0,1838,2024-10-10 00:00:00
"(118, 72, 'Thursday-10-10'),",118,72,2024-10-10 00:00:00,DEUWDR001,3341,0,72,2024-10-10 00:00:00
"(119, 0, 'Thursday-10-10'),",119,0,2024-10-10 00:00:00,DEUWIS001,0,0,0,2024-10-10 00:00:00
"(120, 4632, 'Thursday-10-10'),",120,4632,2024-10-10 00:00:00,DEUWLZ001,3208,1,4632,2024-10-10 00:00:00
"(121, 15, 'Thursday-10-10'),",121,15,2024-10-10 00:00:00,DEUWMO001,2222,0,15,2024-10-10 00:00:00
"(122, -24251, 'Thursday-10-10'),",122,-24251,2024-10-10 00:00:00,DEUWOB001 ,16508,0,-24251,2024-10-10 00:00:00
"(123, 203, 'Thursday-10-10'),",123,203,2024-10-10 00:00:00,DEUWVN001,2222,0,203,2024-10-10 00:00:00
"(124, 5913, 'Thursday-10-10'),",124,5913,2024-10-10 00:00:00,DEUZET001,8184,0,5913,2024-10-10 00:00:00
"(125, 0, 'Thursday-10-10'),",125,0,2024-10-10 00:00:00,DEUZUE001,0,0,0,2024-10-10 00:00:00
"(126, -12114, 'Thursday-10-10'),",126,-12114,2024-10-10 00:00:00,DEUZWI001,3433,0,-12114,2024-10-10 00:00:00
"(127, 7071, 'Thursday-10-10'),",127,7071,2024-10-10 00:00:00,DEUZWI002,9296,0,7071,2024-10-10 00:00:00
"(128, 5, 'Thursday-10-10'),",128,5,2024-10-10 00:00:00,DEUZWI003,500,0,5,2024-10-10 00:00:00
"(1, 111, 'Friday-10-11'),",1,111,2024-10-11 00:00:00,DEU010   B,2222,0,111,2024-10-11 00:00:00
"(2, 5, 'Friday-10-11'),",2,5,2024-10-11 00:00:00,DEU0111  B,22834,0,5,2024-10-11 00:00:00
"(3, 0, 'Friday-10-11'),",3,0,2024-10-11 00:00:00,DEU07024 L,2000,0,0,2024-10-11 00:00:00
"(4, 484, 'Friday-10-11'),",4,484,2024-10-11 00:00:00,DEU110071L,2222,0,484,2024-10-11 00:00:00
"(5, 2, 'Friday-10-11'),",5,2,2024-10-11 00:00:00,DEU1120  L,0,1,2,2024-10-11 00:00:00
"(6, 0, 'Friday-10-11'),",6,0,2024-10-11 00:00:00,DEU1162  L,3000,0,0,2024-10-11 00:00:00
"(7, 9, 'Friday-10-11'),",7,9,2024-10-11 00:00:00,DEU1206  L,327,0,9,2024-10-11 00:00:00
"(8, -131, 'Friday-10-11'),",8,-131,2024-10-11 00:00:00,DEU1299  L,296,0,-131,2024-10-11 00:00:00
"(9, 1, 'Friday-10-11'),",9,1,2024-10-11 00:00:00,DEU1401  L,6,0,1,2024-10-11 00:00:00
"(10, 1, 'Friday-10-11'),",10,1,2024-10-11 00:00:00,DEU1420  L,2222,0,1,2024-10-11 00:00:00
"(11, 0, 'Friday-10-11'),",11,0,2024-10-11 00:00:00,DEU1504  L,5000,0,0,2024-10-11 00:00:00
"(12, -2, 'Friday-10-11'),",12,-2,2024-10-11 00:00:00,DEU1543  L,1500,0,-2,2024-10-11 00:00:00
"(13, -2, 'Friday-10-11'),",13,-2,2024-10-11 00:00:00,DEU1544  L,500,0,-2,2024-10-11 00:00:00
"(14, 0, 'Friday-10-11'),",14,0,2024-10-11 00:00:00,DEU1702  L,0,0,0,2024-10-11 00:00:00
"(15, 1, 'Friday-10-11'),",15,1,2024-10-11 00:00:00,DEU2120  L,0,1,1,2024-10-11 00:00:00
"(16, 2, 'Friday-10-11'),",16,2,2024-10-11 00:00:00,DEU2181  L,0,1,2,2024-10-11 00:00:00
"(17, 208, 'Friday-10-11'),",17,208,2024-10-11 00:00:00,DEU21K01 L,2222,0,208,2024-10-11 00:00:00
"(18, 650, 'Friday-10-11'),",18,650,2024-10-11 00:00:00,DEU21P05 L,2222,0,650,2024-10-11 00:00:00
"(19, 3, 'Friday-10-11'),",19,3,2024-10-11 00:00:00,DEU21P20 L,2222,0,3,2024-10-11 00:00:00
"(20, 8, 'Friday-10-11'),",20,8,2024-10-11 00:00:00,DEU21W46 L,17,0,8,2024-10-11 00:00:00
"(21, 0, 'Friday-10-11'),",21,0,2024-10-11 00:00:00,DEU2272  L,0,0,0,2024-10-11 00:00:00
"(22, 668, 'Friday-10-11'),",22,668,2024-10-11 00:00:00,DEU22P10 L,2222,0,668,2024-10-11 00:00:00
"(23, 407, 'Friday-10-11'),",23,407,2024-10-11 00:00:00,DEU22P46 L,2222,0,407,2024-10-11 00:00:00
"(24, -36, 'Friday-10-11'),",24,-36,2024-10-11 00:00:00,DEU22P69 L,366,0,-36,2024-10-11 00:00:00
"(25, 2, 'Friday-10-11'),",25,2,2024-10-11 00:00:00,DEU240   B,2000,0,2,2024-10-11 00:00:00
"(26, 7, 'Friday-10-11'),",26,7,2024-10-11 00:00:00,DEU340   B,8,0,7,2024-10-11 00:00:00
"(27, 1, 'Friday-10-11'),",27,1,2024-10-11 00:00:00,DEU3799  L,5000,0,1,2024-10-11 00:00:00
"(28, 921, 'Friday-10-11'),",28,921,2024-10-11 00:00:00,DEU520   N,420,1,921,2024-10-11 00:00:00
"(29, 0, 'Friday-10-11'),",29,0,2024-10-11 00:00:00,DEU530   N,3000,0,0,2024-10-11 00:00:00
"(30, 6, 'Friday-10-11'),",30,6,2024-10-11 00:00:00,DEU620   B,8,0,6,2024-10-11 00:00:00
"(31, 0, 'Friday-10-11'),",31,0,2024-10-11 00:00:00,DEU620   N,3000,0,0,2024-10-11 00:00:00
"(32, 0, 'Friday-10-11'),",32,0,2024-10-11 00:00:00,DEU68024 L,2000,0,0,2024-10-11 00:00:00
"(33, -535, 'Friday-10-11'),",33,-535,2024-10-11 00:00:00,DEU700Y  H,2000,0,-535,2024-10-11 00:00:00
"(34, 168, 'Friday-10-11'),",34,168,2024-10-11 00:00:00,DEU7071  H,3500,0,168,2024-10-11 00:00:00
"(35, 0, 'Friday-10-11'),",35,0,2024-10-11 00:00:00,DEU70DUE L,0,0,0,2024-10-11 00:00:00
"(36, 1411, 'Friday-10-11'),",36,1411,2024-10-11 00:00:00,DEU780   B,2500,0,1411,2024-10-11 00:00:00
"(37, 0, 'Friday-10-11'),",37,0,2024-10-11 00:00:00,DEU78055 L,2500,0,0,2024-10-11 00:00:00
"(38, 160, 'Friday-10-11'),",38,160,2024-10-11 00:00:00,DEU790   B,314,0,160,2024-10-11 00:00:00
"(39, 0, 'Friday-10-11'),",39,0,2024-10-11 00:00:00,DEU81024 L,2000,0,0,2024-10-11 00:00:00
"(40, 0, 'Friday-10-11'),",40,0,2024-10-11 00:00:00,DEU83024 L,2000,0,0,2024-10-11 00:00:00
"(41, 12153, 'Friday-10-11'),",41,12153,2024-10-11 00:00:00,DEU850   B,13368,0,12153,2024-10-11 00:00:00
"(42, 0, 'Friday-10-11'),",42,0,2024-10-11 00:00:00,DEU85016 L,0,0,0,2024-10-11 00:00:00
"(43, 1643, 'Friday-10-11'),",43,1643,2024-10-11 00:00:00,DEUBIE001,500,1,1643,2024-10-11 00:00:00
"(44, 0, 'Friday-10-11'),",44,0,2024-10-11 00:00:00,DEUBRE001,0,0,0,2024-10-11 00:00:00
"(45, 0, 'Friday-10-11'),",45,0,2024-10-11 00:00:00,DEUBRE002,0,0,0,2024-10-11 00:00:00
"(46, -6669, 'Friday-10-11'),",46,-6669,2024-10-11 00:00:00,DEUBRV001,22254,0,-6669,2024-10-11 00:00:00
"(47, -1751, 'Friday-10-11'),",47,-1751,2024-10-11 00:00:00,DEUBRV002,2191,0,-1751,2024-10-11 00:00:00
"(48, 136, 'Friday-10-11'),",48,136,2024-10-11 00:00:00,DEUBTL001,2528,0,136,2024-10-11 00:00:00
"(49, 2091, 'Friday-10-11'),",49,2091,2024-10-11 00:00:00,DEUCAN001,1971,1,2091,2024-10-11 00:00:00
"(50, -213, 'Friday-10-11'),",50,-213,2024-10-11 00:00:00,DEUCUX001,3000,0,-213,2024-10-11 00:00:00
"(51, -660, 'Friday-10-11'),",51,-660,2024-10-11 00:00:00,DEUCUX002,3000,0,-660,2024-10-11 00:00:00
"(52, 4570, 'Friday-10-11'),",52,4570,2024-10-11 00:00:00,DEUDAR001,3200,1,4570,2024-10-11 00:00:00
"(53, 0, 'Friday-10-11'),",53,0,2024-10-11 00:00:00,DEUDAR002,0,0,0,2024-10-11 00:00:00
"(54, 0, 'Friday-10-11'),",54,0,2024-10-11 00:00:00,DEUDD    K,3000,0,0,2024-10-11 00:00:00
"(55, 5280, 'Friday-10-11'),",55,5280,2024-10-11 00:00:00,DEUDRS001,8056,0,5280,2024-10-11 00:00:00
"(56, 0, 'Friday-10-11'),",56,0,2024-10-11 00:00:00,DEUDUE001,0,0,0,2024-10-11 00:00:00
"(57, 2426, 'Friday-10-11'),",57,2426,2024-10-11 00:00:00,DEUDUI001,4014,0,2426,2024-10-11 00:00:00
"(58, 14, 'Friday-10-11'),",58,14,2024-10-11 00:00:00,DEUEGI001,2222,0,14,2024-10-11 00:00:00
"(59, 0, 'Friday-10-11'),",59,0,2024-10-11 00:00:00,DEUEMD   L,3000,0,0,2024-10-11 00:00:00
"(60, -8141, 'Friday-10-11'),",60,-8141,2024-10-11 00:00:00,DEUEME001,11619,0,-8141,2024-10-11 00:00:00
"(61, 3767, 'Friday-10-11'),",61,3767,2024-10-11 00:00:00,DEUEME002,44650,0,3767,2024-10-11 00:00:00
"(62, 2982, 'Friday-10-11'),",62,2982,2024-10-11 00:00:00,DEUEME003,10300,0,2982,2024-10-11 00:00:00
"(63, 5616, 'Friday-10-11'),",63,5616,2024-10-11 00:00:00,DEUEME004,3000,1,5616,2024-10-11 00:00:00
"(64, 0, 'Friday-10-11'),",64,0,2024-10-11 00:00:00,DEUEME005,3000,0,0,2024-10-11 00:00:00
"(65, 1731, 'Friday-10-11'),",65,1731,2024-10-11 00:00:00,DEUEME006,1995,0,1731,2024-10-11 00:00:00
"(66, 5246, 'Friday-10-11'),",66,5246,2024-10-11 00:00:00,DEUESS001,4500,1,5246,2024-10-11 00:00:00
"(67, 2588, 'Friday-10-11'),",67,2588,2024-10-11 00:00:00,DEUFAB001,3157,0,2588,2024-10-11 00:00:00
"(68, 1285, 'Friday-10-11'),",68,1285,2024-10-11 00:00:00,DEUFLB001,2222,0,1285,2024-10-11 00:00:00
"(69, 2708, 'Friday-10-11'),",69,2708,2024-10-11 00:00:00,DEUFUW001,4754,0,2708,2024-10-11 00:00:00
"(70, 4317, 'Friday-10-11'),",70,4317,2024-10-11 00:00:00,DEUGHU001,6622,0,4317,2024-10-11 00:00:00
"(71, 1225, 'Friday-10-11'),",71,1225,2024-10-11 00:00:00,DEUGIG001,890,1,1225,2024-10-11 00:00:00
"(72, 2756, 'Friday-10-11'),",72,2756,2024-10-11 00:00:00,DEUGIZ001,1500,1,2756,2024-10-11 00:00:00
"(73, 0, 'Friday-10-11'),",73,0,2024-10-11 00:00:00,DEUGME001,369,0,0,2024-10-11 00:00:00
"(74, 0, 'Friday-10-11'),",74,0,2024-10-11 00:00:00,DEUGRM001,0,0,0,2024-10-11 00:00:00
"(75, 82, 'Friday-10-11'),",75,82,2024-10-11 00:00:00,DEUHAJ001,11492,0,82,2024-10-11 00:00:00
"(76, 985, 'Friday-10-11'),",76,985,2024-10-11 00:00:00,DEUHAJ002,2222,0,985,2024-10-11 00:00:00
"(77, 21, 'Friday-10-11'),",77,21,2024-10-11 00:00:00,DEUHAJ003,106,0,21,2024-10-11 00:00:00
"(78, 9, 'Friday-10-11'),",78,9,2024-10-11 00:00:00,DEUHAJ004,175,0,9,2024-10-11 00:00:00
"(79, 4226, 'Friday-10-11'),",79,4226,2024-10-11 00:00:00,DEUHAM001,3000,1,4226,2024-10-11 00:00:00
"(80, -1616, 'Friday-10-11'),",80,-1616,2024-10-11 00:00:00,DEUHAM002,2259,0,-1616,2024-10-11 00:00:00
"(81, 1, 'Friday-10-11'),",81,1,2024-10-11 00:00:00,DEUHEA001,0,1,1,2024-10-11 00:00:00
"(82, 86, 'Friday-10-11'),",82,86,2024-10-11 00:00:00,DEUHEN001,2222,0,86,2024-10-11 00:00:00
"(83, 2824, 'Friday-10-11'),",83,2824,2024-10-11 00:00:00,DEUHMA001,2222,1,2824,2024-10-11 00:00:00
"(84, 8637, 'Friday-10-11'),",84,8637,2024-10-11 00:00:00,DEUILG001,8140,1,8637,2024-10-11 00:00:00
"(85, -20468, 'Friday-10-11'),",85,-20468,2024-10-11 00:00:00,DEUING001,5314,0,-20468,2024-10-11 00:00:00
"(86, 9194, 'Friday-10-11'),",86,9194,2024-10-11 00:00:00,DEUKAK001,2222,1,9194,2024-10-11 00:00:00
"(87, 1276, 'Friday-10-11'),",87,1276,2024-10-11 00:00:00,DEUKAS001,2222,0,1276,2024-10-11 00:00:00
"(88, 8323, 'Friday-10-11'),",88,8323,2024-10-11 00:00:00,DEUKIP001,5884,1,8323,2024-10-11 00:00:00
"(89, 557, 'Friday-10-11'),",89,557,2024-10-11 00:00:00,DEUKT2001,700,0,557,2024-10-11 00:00:00
"(90, -1324, 'Friday-10-11'),",90,-1324,2024-10-11 00:00:00,DEULBC001,3500,0,-1324,2024-10-11 00:00:00
"(91, -1412, 'Friday-10-11'),",91,-1412,2024-10-11 00:00:00,DEULBC002,3500,0,-1412,2024-10-11 00:00:00
"(92, 1, 'Friday-10-11'),",92,1,2024-10-11 00:00:00,DEULDX001,1500,0,1,2024-10-11 00:00:00
"(93, 2622, 'Friday-10-11'),",93,2622,2024-10-11 00:00:00,DEULEH001,2000,1,2622,2024-10-11 00:00:00
"(94, 1, 'Friday-10-11'),",94,1,2024-10-11 00:00:00,DEUMMD001,500,0,1,2024-10-11 00:00:00
"(95, 403, 'Friday-10-11'),",95,403,2024-10-11 00:00:00,DEUMUM001,2477,0,403,2024-10-11 00:00:00
"(96, 55, 'Friday-10-11'),",96,55,2024-10-11 00:00:00,DEUNBI001,1464,0,55,2024-10-11 00:00:00
"(97, 3367, 'Friday-10-11'),",97,3367,2024-10-11 00:00:00,DEUNDS001,2556,1,3367,2024-10-11 00:00:00
"(98, 11536, 'Friday-10-11'),",98,11536,2024-10-11 00:00:00,DEUNEM001,48129,0,11536,2024-10-11 00:00:00
"(99, 7107, 'Friday-10-11'),",99,7107,2024-10-11 00:00:00,DEUNSS001,4122,1,7107,2024-10-11 00:00:00
"(100, 2846, 'Friday-10-11'),",100,2846,2024-10-11 00:00:00,DEUNUE001,1460,1,2846,2024-10-11 00:00:00
"(101, -1140, 'Friday-10-11'),",101,-1140,2024-10-11 00:00:00,DEUOSN001,650,0,-1140,2024-10-11 00:00:00
"(102, 3395, 'Friday-10-11'),",102,3395,2024-10-11 00:00:00,DEUOSN002,3146,1,3395,2024-10-11 00:00:00
"(103, 1492, 'Friday-10-11'),",103,1492,2024-10-11 00:00:00,DEUOSN003,1605,0,1492,2024-10-11 00:00:00
"(104, 0, 'Friday-10-11'),",104,0,2024-10-11 00:00:00,DEUPOOL  L,0,0,0,2024-10-11 00:00:00
"(105, 14275, 'Friday-10-11'),",105,14275,2024-10-11 00:00:00,DEURDN001,15000,0,14275,2024-10-11 00:00:00
"(106, 1, 'Friday-10-11'),",106,1,2024-10-11 00:00:00,DEURDS001,3,0,1,2024-10-11 00:00:00
"(107, 10, 'Friday-10-11'),",107,10,2024-10-11 00:00:00,DEUREG001,0,1,10,2024-10-11 00:00:00
"(108, 40, 'Friday-10-11'),",108,40,2024-10-11 00:00:00,DEUREG002,9,1,40,2024-10-11 00:00:00
"(109, 17112, 'Friday-10-11'),",109,17112,2024-10-11 00:00:00,DEURKW001,20344,0,17112,2024-10-11 00:00:00
"(110, 6927, 'Friday-10-11'),",110,6927,2024-10-11 00:00:00,DEUSAR001,17222,0,6927,2024-10-11 00:00:00
"(111, -37, 'Friday-10-11'),",111,-37,2024-10-11 00:00:00,DEUSCF001,1487,0,-37,2024-10-11 00:00:00
"(112, 3, 'Friday-10-11'),",112,3,2024-10-11 00:00:00,DEUSRD001,2222,0,3,2024-10-11 00:00:00
"(113, 0, 'Friday-10-11'),",113,0,2024-10-11 00:00:00,DEUSTM001,35,0,0,2024-10-11 00:00:00
"(114, 0, 'Friday-10-11'),",114,0,2024-10-11 00:00:00,DEUUCH001,0,0,0,2024-10-11 00:00:00
"(115, 302, 'Friday-10-11'),",115,302,2024-10-11 00:00:00,DEUUEN001,2322,0,302,2024-10-11 00:00:00
"(116, 3924, 'Friday-10-11'),",116,3924,2024-10-11 00:00:00,DEUULZ001,5700,0,3924,2024-10-11 00:00:00
"(117, 1858, 'Friday-10-11'),",117,1858,2024-10-11 00:00:00,DEUWBW001,2222,0,1858,2024-10-11 00:00:00
"(118, 72, 'Friday-10-11'),",118,72,2024-10-11 00:00:00,DEUWDR001,3341,0,72,2024-10-11 00:00:00
"(119, 0, 'Friday-10-11'),",119,0,2024-10-11 00:00:00,DEUWIS001,0,0,0,2024-10-11 00:00:00
"(120, 4637, 'Friday-10-11'),",120,4637,2024-10-11 00:00:00,DEUWLZ001,3208,1,4637,2024-10-11 00:00:00
"(121, 15, 'Friday-10-11'),",121,15,2024-10-11 00:00:00,DEUWMO001,2222,0,15,2024-10-11 00:00:00
"(122, -25158, 'Friday-10-11'),",122,-25158,2024-10-11 00:00:00,DEUWOB001 ,16508,0,-25158,2024-10-11 00:00:00
"(123, 203, 'Friday-10-11'),",123,203,2024-10-11 00:00:00,DEUWVN001,2222,0,203,2024-10-11 00:00:00
"(124, 5913, 'Friday-10-11'),",124,5913,2024-10-11 00:00:00,DEUZET001,8184,0,5913,2024-10-11 00:00:00
"(125, 0, 'Friday-10-11'),",125,0,2024-10-11 00:00:00,DEUZUE001,0,0,0,2024-10-11 00:00:00
"(126, -13081, 'Friday-10-11'),",126,-13081,2024-10-11 00:00:00,DEUZWI001,3433,0,-13081,2024-10-11 00:00:00
"(127, 7082, 'Friday-10-11'),",127,7082,2024-10-11 00:00:00,DEUZWI002,9296,0,7082,2024-10-11 00:00:00
"(128, 5, 'Friday-10-11'),",128,5,2024-10-11 00:00:00,DEUZWI003,500,0,5,2024-10-11 00:00:00
"(1, 112, 'Saturday-10-12'),",1,112,2024-10-12 00:00:00,DEU010   B,2222,0,112,2024-10-12 00:00:00
"(2, 5, 'Saturday-10-12'),",2,5,2024-10-12 00:00:00,DEU0111  B,22834,0,5,2024-10-12 00:00:00
"(3, 0, 'Saturday-10-12'),",3,0,2024-10-12 00:00:00,DEU07024 L,2000,0,0,2024-10-12 00:00:00
"(4, 484, 'Saturday-10-12'),",4,484,2024-10-12 00:00:00,DEU110071L,2222,0,484,2024-10-12 00:00:00
"(5, 2, 'Saturday-10-12'),",5,2,2024-10-12 00:00:00,DEU1120  L,0,1,2,2024-10-12 00:00:00
"(6, 0, 'Saturday-10-12'),",6,0,2024-10-12 00:00:00,DEU1162  L,3000,0,0,2024-10-12 00:00:00
"(7, 9, 'Saturday-10-12'),",7,9,2024-10-12 00:00:00,DEU1206  L,327,0,9,2024-10-12 00:00:00
"(8, -131, 'Saturday-10-12'),",8,-131,2024-10-12 00:00:00,DEU1299  L,296,0,-131,2024-10-12 00:00:00
"(9, 1, 'Saturday-10-12'),",9,1,2024-10-12 00:00:00,DEU1401  L,6,0,1,2024-10-12 00:00:00
"(10, 1, 'Saturday-10-12'),",10,1,2024-10-12 00:00:00,DEU1420  L,2222,0,1,2024-10-12 00:00:00
"(11, 0, 'Saturday-10-12'),",11,0,2024-10-12 00:00:00,DEU1504  L,5000,0,0,2024-10-12 00:00:00
"(12, -2, 'Saturday-10-12'),",12,-2,2024-10-12 00:00:00,DEU1543  L,1500,0,-2,2024-10-12 00:00:00
"(13, -2, 'Saturday-10-12'),",13,-2,2024-10-12 00:00:00,DEU1544  L,500,0,-2,2024-10-12 00:00:00
"(14, 0, 'Saturday-10-12'),",14,0,2024-10-12 00:00:00,DEU1702  L,0,0,0,2024-10-12 00:00:00
"(15, 1, 'Saturday-10-12'),",15,1,2024-10-12 00:00:00,DEU2120  L,0,1,1,2024-10-12 00:00:00
"(16, 2, 'Saturday-10-12'),",16,2,2024-10-12 00:00:00,DEU2181  L,0,1,2,2024-10-12 00:00:00
"(17, 208, 'Saturday-10-12'),",17,208,2024-10-12 00:00:00,DEU21K01 L,2222,0,208,2024-10-12 00:00:00
"(18, 650, 'Saturday-10-12'),",18,650,2024-10-12 00:00:00,DEU21P05 L,2222,0,650,2024-10-12 00:00:00
"(19, 3, 'Saturday-10-12'),",19,3,2024-10-12 00:00:00,DEU21P20 L,2222,0,3,2024-10-12 00:00:00
"(20, 8, 'Saturday-10-12'),",20,8,2024-10-12 00:00:00,DEU21W46 L,17,0,8,2024-10-12 00:00:00
"(21, 0, 'Saturday-10-12'),",21,0,2024-10-12 00:00:00,DEU2272  L,0,0,0,2024-10-12 00:00:00
"(22, 668, 'Saturday-10-12'),",22,668,2024-10-12 00:00:00,DEU22P10 L,2222,0,668,2024-10-12 00:00:00
"(23, 407, 'Saturday-10-12'),",23,407,2024-10-12 00:00:00,DEU22P46 L,2222,0,407,2024-10-12 00:00:00
"(24, -36, 'Saturday-10-12'),",24,-36,2024-10-12 00:00:00,DEU22P69 L,366,0,-36,2024-10-12 00:00:00
"(25, 2, 'Saturday-10-12'),",25,2,2024-10-12 00:00:00,DEU240   B,2000,0,2,2024-10-12 00:00:00
"(26, 7, 'Saturday-10-12'),",26,7,2024-10-12 00:00:00,DEU340   B,8,0,7,2024-10-12 00:00:00
"(27, 1, 'Saturday-10-12'),",27,1,2024-10-12 00:00:00,DEU3799  L,5000,0,1,2024-10-12 00:00:00
"(28, 922, 'Saturday-10-12'),",28,922,2024-10-12 00:00:00,DEU520   N,420,1,922,2024-10-12 00:00:00
"(29, 0, 'Saturday-10-12'),",29,0,2024-10-12 00:00:00,DEU530   N,3000,0,0,2024-10-12 00:00:00
"(30, 6, 'Saturday-10-12'),",30,6,2024-10-12 00:00:00,DEU620   B,8,0,6,2024-10-12 00:00:00
