,CODE,Stock,Capacity,LoadCapacity,UnloadCapacity,Capacity_Flag,Stock_Flag,latitude,longitude
598,Almacen 598,10847.0,11932.0,500.0,139.0,H,H,39.96051269167438,-4.483491625890077
599,Almacen 599,0.0,0.0,500.0,500.0,M,M,38.21614792492048,-6.601661277729464
600,Almacen 600,692.0,762.0,500.0,29.0,H,H,40.07085466305902,-4.519040545678635
601,Almacen 601,38.0,42.0,500.0,9.0,H,H,39.0678383820888,-4.653041840940893
602,Almacen 602,2231.0,2455.0,500.0,67.0,H,H,37.70231861253514,-8.54397946464322
603,Almacen 603,0.0,0.0,500.0,500.0,M,M,40.260440247877476,2.6648747287847936
604,Almacen 604,2448.0,2693.0,500.0,80.0,H,H,38.06611472160567,3.0044186580594765
605,Almacen 605,54.0,60.0,500.0,31.0,H,H,42.637490149302664,4.047410549408903
606,Almacen 606,2.0,0.0,500.0,500.0,M,V,39.747911821729275,-0.060673622427826146
607,Almacen 607,1.0,2.0,1.0,500.0,H,V,38.15998935881631,-6.139913492770086
608,Almacen 608,84.0,93.0,500.0,41.0,H,H,36.48840365145082,-1.75061441274074
609,Almacen 609,1380.0,1519.0,500.0,239.0,H,H,40.71518621176768,4.21943709930907
610,Almacen 610,215.0,237.0,3.0,26.0,H,H,36.575557658201916,4.054329201068825
611,Almacen 611,0.0,42.0,38.0,500.0,H,M,40.90021090109322,-7.40204000745571
612,Almacen 612,7.0,8.0,500.0,5.0,H,H,39.52121502379319,-8.685530958568892
613,Almacen 613,1.0,0.0,500.0,500.0,M,V,43.15923281360097,2.0182994830836254
614,Almacen 614,337.0,371.0,500.0,48.0,H,H,41.83696759893157,-6.490613443421475
615,Almacen 615,1.0,2.0,500.0,1.0,H,H,36.458988694631664,-5.073266175729423
616,Almacen 616,152.0,168.0,500.0,81.0,H,H,42.122350201942204,1.8111836784183133
617,Almacen 617,10.0,11.0,500.0,4.0,H,H,42.56532637070125,0.5072577434483581
618,Almacen 618,2522.0,2775.0,500.0,284.0,H,H,37.203424751072944,3.2184894090727525
619,Almacen 619,663.0,500.0,500.0,249.0,V,V,39.484114441672006,-4.107985367423847
620,Almacen 620,0.0,0.0,500.0,500.0,M,M,39.75607244235845,-4.440327340359283
621,Almacen 621,0.0,0.0,500.0,500.0,M,M,39.07681825290457,-4.276394915899175
622,Almacen 622,17998.0,25326.0,12755.0,2372.0,H,H,42.929826776320695,-2.9363592346129517
623,Almacen 623,9.0,2222.0,678.0,500.0,V,V,42.90142637114287,1.068476621975492
624,Almacen 624,97.0,2489.0,3.0,97.0,H,V,38.40609751182042,-6.0388223429441
625,Almacen 625,1637.0,1971.0,1.0,176.0,H,H,39.594861465453434,4.096938654899274
626,Almacen 626,-62.0,3000.0,90.0,45.0,V,V,40.26582744659994,-4.146364007119665
627,Almacen 627,3130.0,3000.0,3102.0,1010.0,V,V,38.652286431139494,-9.051529622406143
628,Almacen 628,2752.0,3200.0,1.0,622.0,V,V,37.85246305685008,-7.76990048489805
629,Almacen 629,0.0,0.0,500.0,500.0,M,M,41.05943552256206,-7.326864747554011
630,Almacen 630,0.0,3000.0,500.0,500.0,V,M,36.87107089888132,0.7943183226200343
631,Almacen 631,61.0,68.0,500.0,19.0,H,H,37.35953962883757,2.2651486788930058
632,Almacen 632,0.0,0.0,500.0,500.0,M,M,41.162552303576234,-8.709351110326311
633,Almacen 633,4128.0,6602.0,124.0,128.0,H,H,37.62579837659731,-2.4448972917011815
634,Almacen 634,0.0,0.0,500.0,500.0,M,M,36.114286140506394,-2.3124841736770563
635,Almacen 635,0.0,0.0,500.0,500.0,M,M,36.21623649626899,-5.12308772933502
636,Almacen 636,1761.0,4014.0,500.0,390.0,V,V,37.9398861720331,2.9199813846545357
637,Almacen 637,2.0,3.0,500.0,2.0,H,H,42.77389959530805,-2.4164383889986807
638,Almacen 638,32.0,36.0,500.0,16.0,H,H,39.92811329352595,0.14395428673123334
639,Almacen 639,235.0,2222.0,55.0,38.0,V,V,42.236832297527044,-8.959045966999117
640,Almacen 640,0.0,3000.0,500.0,500.0,V,M,36.47645888965307,-8.277403559163556
641,Almacen 641,9991.0,11619.0,3732.0,1952.0,V,H,43.47244639968545,-7.571813711443957
642,Almacen 642,37753.0,44650.0,10252.0,6665.0,V,V,37.101969710167545,-3.809087887224808
643,Almacen 643,7302.0,10300.0,3707.0,4186.0,V,V,36.96520883336026,-4.1237821822017855
644,Almacen 644,2201.0,3000.0,615.0,656.0,V,V,40.30134857929709,-0.04511777089766511
645,Almacen 645,0.0,3000.0,500.0,500.0,V,M,37.745680152553724,4.202619408854259
646,Almacen 646,85.0,2222.0,18.0,47.0,V,V,39.29078332132116,-9.115890434288145
647,Almacen 647,4672.0,4500.0,7.0,880.0,V,V,36.091371071435425,-5.5035213613362775
648,Almacen 648,1086.0,1195.0,500.0,93.0,H,H,38.20596188868592,3.9582826358843413
649,Almacen 649,3115.0,3157.0,438.0,458.0,V,V,38.23170189331884,-4.376577995475748
650,Almacen 650,1.0,2222.0,500.0,500.0,V,V,37.825352232231005,-0.4497231406663147
651,Almacen 651,1030.0,2222.0,177.0,125.0,V,V,36.53422066344884,-6.880073387409381
652,Almacen 652,1243.0,4754.0,500.0,304.0,H,H,42.66304446889819,-7.010690531051951
653,Almacen 653,2313.0,4400.0,840.0,958.0,V,H,40.734496365831625,2.0974612172634277
654,Almacen 654,701.0,890.0,57.0,110.0,V,V,39.88350244077328,-3.0183432260153342
655,Almacen 655,1852.0,1500.0,284.0,342.0,V,V,36.858107957517326,-2.769656541939489
656,Almacen 656,0.0,369.0,8.0,28.0,H,M,40.27438600552076,-3.5234960747084214
657,Almacen 657,0.0,0.0,500.0,500.0,M,M,42.593690483027046,-8.000207079196699
658,Almacen 658,1338.0,1472.0,500.0,68.0,H,H,36.9135869733407,2.154958478663044
659,Almacen 659,860.0,3683.0,1364.0,208.0,V,V,38.67157069715614,-1.460744751703527
660,Almacen 660,718.0,2222.0,170.0,160.0,V,V,39.052772535070716,-2.0749808669728056
661,Almacen 661,26.0,2222.0,5.0,6.0,V,V,38.2164533216092,0.028935712806832825
662,Almacen 662,41.0,2222.0,42.0,42.0,V,V,38.661167002169606,-7.695974472945939
663,Almacen 663,2409.0,3000.0,500.0,568.0,V,V,37.34818966736164,-3.066047088400575
664,Almacen 664,1180.0,2236.0,807.0,341.0,H,H,39.1570140507897,-5.710616728818657
665,Almacen 665,1.0,0.0,500.0,500.0,M,V,43.41036784376711,-7.201311422802976
666,Almacen 666,118.0,2222.0,168.0,27.0,V,V,36.01082243976814,-6.165270337963227
667,Almacen 667,1.0,2222.0,9.0,6.0,V,V,37.218132392270086,-1.452280161744146
668,Almacen 668,3379.0,2222.0,224.0,248.0,V,V,39.700916714395994,-3.3544011230386577
669,Almacen 669,6102.0,6649.0,500.0,378.0,H,H,36.69123693951477,-0.07311781648161642
670,Almacen 670,3.0,4.0,500.0,3.0,H,H,40.67785998408378,-3.7982232005972447
671,Almacen 671,45292.0,77812.0,4074.0,920.0,H,H,41.795354749234185,3.9280201433073447
672,Almacen 672,1.0,0.0,500.0,500.0,M,V,37.50554551588725,-7.110826706549421
673,Almacen 673,8.0,0.0,500.0,500.0,M,V,43.49634370034423,-4.078823031134199
674,Almacen 674,1.0,0.0,500.0,500.0,M,V,36.01191159787272,-5.395858965454176
675,Almacen 675,1.0,2222.0,500.0,500.0,V,V,42.93434886122225,-2.6151270519803917
676,Almacen 676,9225.0,2222.0,519.0,518.0,V,V,36.474524298973186,-3.1675304654626935
677,Almacen 677,638.0,2222.0,68.0,98.0,V,V,38.8297212714677,-5.788640420741118
678,Almacen 678,1.0,2.0,500.0,1.0,H,H,38.910794876859015,-1.1664033595522731
679,Almacen 679,368.0,405.0,500.0,186.0,H,H,38.99482133318753,-1.4974403933717078
680,Almacen 680,4181.0,5884.0,8.0,606.0,H,H,40.022415892210844,-8.656236962352315
681,Almacen 681,550.0,700.0,81.0,36.0,H,H,38.79316903220936,-5.6927478358623285
682,Almacen 682,216.0,3500.0,335.0,308.0,V,V,42.43555008692268,3.1241513172702184
683,Almacen 683,899.0,3500.0,365.0,452.0,V,V,37.6732029545635,-0.19252178786419627
684,Almacen 684,0.0,1500.0,500.0,500.0,V,M,41.69871234562469,-1.6134147580565292
685,Almacen 685,1268.0,2000.0,89.0,123.0,V,H,38.438358320726294,-0.487564349568407
686,Almacen 686,66.0,73.0,1.0,7.0,H,H,42.696426529401236,-5.965931194496179
687,Almacen 687,1.0,2.0,500.0,1.0,H,H,36.151306131548004,-6.864191828314684
688,Almacen 688,1.0,500.0,133.0,405.0,V,V,42.04663724835738,-1.0159788201235855
689,Almacen 689,258.0,2222.0,256.0,378.0,V,V,42.3657692539075,-9.276855164767898
690,Almacen 690,40.0,1464.0,178.0,174.0,H,V,43.56310544998481,-1.1580750505286623
691,Almacen 691,1902.0,2556.0,36.0,430.0,H,V,43.657470208600415,-7.690757303923393
692,Almacen 692,16888.0,41425.0,1634.0,408.0,H,V,43.67738943263652,-5.989703684952171
693,Almacen 693,4974.0,5472.0,500.0,292.0,H,H,36.311471635055035,-0.9539355537960521
694,Almacen 694,2618.0,4122.0,292.0,564.0,V,V,40.81522303390093,-7.192101944401884
695,Almacen 695,1270.0,1460.0,9.0,706.0,H,V,41.39849212320473,-8.019539769888643
696,Almacen 696,467.0,650.0,285.0,34.0,V,V,40.222676099827474,-7.365580597867144
697,Almacen 697,1092.0,3117.0,42.0,542.0,H,H,42.84037126075838,-6.229065748289207
698,Almacen 698,1079.0,1185.0,500.0,37.0,H,H,39.983334705391194,-2.0288716027853946
699,Almacen 699,207.0,245.0,7.0,16.0,H,H,36.27436746237429,-3.784740742775127
700,Almacen 700,2.0,3.0,500.0,1.0,H,H,40.752292633260545,-6.288001941770613
701,Almacen 701,0.0,0.0,500.0,500.0,M,M,38.15821616398318,-4.89871132968276
702,Almacen 702,12640.0,15000.0,1055.0,1037.0,V,H,41.89646877659245,2.904769386156472
703,Almacen 703,1.0,3.0,1.0,500.0,H,V,37.37833457348268,-8.64604646015319
704,Almacen 704,10.0,0.0,500.0,500.0,M,V,38.39319529620629,-2.05171947538616
705,Almacen 705,40.0,9.0,500.0,8.0,H,V,41.22784759802418,0.019766747353761716
706,Almacen 706,11943.0,15436.0,716.0,470.0,H,H,43.62815768299622,2.6199903572387697
707,Almacen 707,7.0,8.0,500.0,5.0,H,H,41.36452430021823,2.4300440643034946
708,Almacen 708,1409.0,2222.0,901.0,582.0,V,V,37.282928504939996,-8.11104657667727
709,Almacen 709,0.0,0.0,500.0,500.0,M,M,40.214358751358375,1.5828535545251583
710,Almacen 710,1.0,0.0,500.0,500.0,M,V,41.11238526039077,-6.034112657004669
711,Almacen 711,6801.0,17152.0,172.0,234.0,H,H,41.24398266079484,-6.677683051507767
712,Almacen 712,-37.0,1487.0,88.0,135.0,H,V,40.29124668411003,-7.737686571772599
713,Almacen 713,247.0,272.0,500.0,23.0,H,H,38.92933232541239,2.266923589217793
714,Almacen 714,1174.0,1292.0,500.0,125.0,H,H,39.285728437207915,-2.0418525264102128
715,Almacen 715,29.0,2222.0,8.0,14.0,V,V,42.342920749418155,2.070216051928414
716,Almacen 716,0.0,35.0,6.0,1.0,H,M,42.645164587116724,-8.849619012224228
717,Almacen 717,1139.0,1253.0,1.0,41.0,H,H,37.5092988041521,2.1925634760130457
718,Almacen 718,2.0,3.0,500.0,2.0,H,H,41.135670072969184,2.0565315051926873
719,Almacen 719,0.0,0.0,500.0,500.0,M,M,40.2415244395489,1.5759744654630712
720,Almacen 720,938.0,2322.0,2.0,174.0,H,H,36.092442140054665,-3.7334294866075
721,Almacen 721,2781.0,5700.0,344.0,587.0,V,V,38.643210355954004,-6.930527512185757
722,Almacen 722,1.0,2222.0,500.0,500.0,V,V,38.754386431934186,-4.134007712251072
723,Almacen 723,1.0,0.0,500.0,500.0,M,V,40.90333669807972,-8.477368980668958
724,Almacen 724,1054.0,2222.0,134.0,153.0,V,V,39.410554373562604,-4.714089886118082
725,Almacen 725,0.0,0.0,500.0,500.0,M,M,36.87885222261626,-5.776140161380763
726,Almacen 726,67.0,3341.0,381.0,110.0,H,H,41.88556053522901,-2.158285142703262
727,Almacen 727,0.0,0.0,500.0,500.0,M,M,37.40920423174975,-0.6793290584046243
728,Almacen 728,3511.0,3208.0,500.0,574.0,H,V,37.030357177109636,-1.0359766752023258
729,Almacen 729,6.0,2222.0,6.0,12.0,V,V,38.3299811231803,-9.03867196183795
730,Almacen 730,6814.0,16508.0,5070.0,2117.0,H,H,43.27406558038243,4.091557700298132
731,Almacen 731,103.0,2222.0,211.0,180.0,V,V,39.76292207413418,3.040661129742608
732,Almacen 732,6789.0,8184.0,247.0,557.0,H,H,40.086954939809274,-0.35401835963083705
733,Almacen 733,0.0,0.0,500.0,500.0,M,M,41.30654565187926,-5.641493500260898
734,Almacen 734,1889.0,3433.0,3084.0,205.0,V,V,42.58447451233095,-5.449865873437411
735,Almacen 735,241.0,2222.0,57.0,140.0,V,V,37.993252978758484,0.03605177073499277
736,Almacen 736,5.0,500.0,112.0,218.0,V,V,40.683772033783214,-2.4798514259864195
737,Almacen 737,201.0,222.0,500.0,64.0,H,H,40.933620100124244,0.0639766967078792
738,Almacen 738,101.0,112.0,500.0,27.0,H,H,43.04444442308847,0.6987957077508877
739,Almacen 739,17826.0,49860.0,500.0,382.0,H,V,39.08809626538337,1.6227840063677519
740,Almacen 740,18305.0,48209.0,500.0,412.0,H,V,39.01986382122103,-4.5600092791101146
741,Almacen 741,0.0,0.0,500.0,500.0,M,M,37.905727740247144,4.246690547562681
742,Almacen 742,183.0,173.0,500.0,42.0,H,V,36.12641642096671,-8.58274689065238
743,Almacen 743,19.0,80.0,500.0,16.0,H,V,42.76919249177807,3.322516722597964
744,Almacen 744,1.0,2.0,500.0,1.0,H,H,40.06445148793987,-3.949119266583219
745,Almacen 745,1.0,0.0,500.0,500.0,M,V,37.15556428750168,3.925430334372434
746,Almacen 746,1.0,0.0,500.0,500.0,M,V,40.56766498027639,-1.5775534720041158
747,Almacen 747,0.0,0.0,500.0,500.0,M,M,40.943140966973175,-8.87867661864133
748,Almacen 748,174.0,403.0,500.0,26.0,H,V,39.35828092697517,-5.865986777809933
749,Almacen 749,13.0,15.0,500.0,5.0,H,H,40.89457530813209,-0.4890882321763037
750,Almacen 750,0.0,0.0,500.0,500.0,M,M,41.747692403164876,-8.164206020050486
751,Almacen 751,311.0,343.0,500.0,35.0,H,H,39.93433734821266,2.1611202266456555
752,Almacen 752,310.0,341.0,500.0,136.0,H,H,42.46568753500699,-4.529929405013118
753,Almacen 753,52.0,58.0,500.0,16.0,H,H,38.317582677524996,0.7583240837837373
754,Almacen 754,6687.0,7356.0,500.0,1425.0,H,H,39.521124972258114,-3.7272242673028684
755,Almacen 755,1179.0,1297.0,500.0,184.0,H,H,40.676506278392026,2.8287458612331573
756,Almacen 756,1238.0,1362.0,500.0,139.0,H,H,43.16925658676392,-0.24357315240157895
757,Almacen 757,0.0,0.0,500.0,500.0,M,M,37.36402378021668,0.9749684902909266
758,Almacen 758,1.0,0.0,500.0,500.0,M,V,38.88767755991363,-6.337231077106255
759,Almacen 759,2061.0,2268.0,500.0,380.0,H,H,40.37888029445888,1.3791015466525032
760,Almacen 760,386.0,425.0,500.0,80.0,H,H,41.08428614147578,2.5362293384640875
761,Almacen 761,555.0,611.0,500.0,61.0,H,H,40.36712015521417,-3.06024586901792
762,Almacen 762,2079.0,2287.0,500.0,464.0,H,H,36.39538163721069,-1.4314087981960961
763,Almacen 763,141.0,0.0,500.0,500.0,M,V,41.99005214491757,-2.611753680053842
764,Almacen 764,0.0,892.0,599.0,500.0,H,M,36.52021032502969,-6.85546510948709
765,Almacen 765,2144.0,0.0,500.0,500.0,M,V,40.04830704596063,-0.34762310188261125
766,Almacen 766,2340.0,2222.0,219.0,293.0,V,V,37.1841550908109,0.6237800164441705
767,Almacen 767,66.0,0.0,500.0,500.0,M,V,37.73856588878505,-4.716866218078439
768,Almacen 768,1.0,558.0,87.0,135.0,H,V,40.229238927241916,-0.021187176919651662
769,Almacen 769,1.0,0.0,500.0,500.0,M,V,37.78476580274989,-7.166697293337141
770,Almacen 770,959.0,0.0,500.0,500.0,M,V,42.0677505861212,-0.9882330564172186
771,Almacen 771,986.0,2222.0,181.0,273.0,V,V,37.311653337761655,-0.2302180287140949
772,Almacen 772,765.0,0.0,500.0,500.0,M,V,43.37880049788873,-4.481188099761148
773,Almacen 773,619.0,2222.0,117.0,232.0,V,V,43.61294323566919,3.480610709232714
774,Almacen 774,27.0,2222.0,146.0,143.0,V,V,41.44030867715117,3.7109619441118724
775,Almacen 775,0.0,2.0,1.0,500.0,H,M,37.639774733182996,-6.987026430431422
776,Almacen 776,7.0,0.0,500.0,500.0,M,V,36.34881175419251,-0.4390750031599122
777,Almacen 777,292.0,2222.0,434.0,1050.0,V,V,42.356383699907,-0.6536666446443959
778,Almacen 778,0.0,18.0,16.0,500.0,H,M,37.28024457345498,3.01318598568054
779,Almacen 779,1.0,14.0,11.0,4.0,H,H,39.96045802693821,3.857769358416581
780,Almacen 780,1.0,0.0,500.0,500.0,M,V,40.74424501774642,-0.0999964095619319
781,Almacen 781,0.0,9117.0,1062.0,186.0,H,M,40.3558837879932,2.708218894617513
782,Almacen 782,887.0,0.0,500.0,500.0,M,V,41.83094579007561,-8.957863513161433
783,Almacen 783,850.0,2222.0,142.0,232.0,V,V,39.47393219987445,3.10327914896601
784,Almacen 784,0.0,0.0,500.0,500.0,M,M,36.89235683995354,-4.647908274872753
785,Almacen 785,11.0,0.0,500.0,500.0,M,V,40.09534700167001,-2.488452217945234
786,Almacen 786,2.0,0.0,500.0,500.0,M,V,40.75890067138255,2.805341972067449
787,Almacen 787,480.0,0.0,500.0,500.0,M,V,38.372589712787146,-4.243464364246731
788,Almacen 788,200.0,15000.0,200.0,189.0,V,V,42.28784982152842,0.2519985092307664
789,Almacen 789,255.0,15000.0,439.0,480.0,V,V,41.30364746646412,-0.4014040187112311
790,Almacen 790,0.0,24.0,21.0,500.0,H,M,42.83507139634068,-7.046610676139469
791,Almacen 791,835.0,2222.0,1433.0,572.0,V,V,42.404088962561694,-5.5237439736534375
792,Almacen 792,1784.0,1963.0,500.0,135.0,H,H,39.361153483080805,-1.341303049043547
793,Almacen 793,2463.0,8000.0,1898.0,1629.0,V,V,37.854751106553366,3.2732998552516985
794,Almacen 794,77.0,3222.0,500.0,153.0,H,V,43.681020727374474,-2.6051470407148294
795,Almacen 795,87.0,96.0,500.0,9.0,H,H,36.751323494068046,-8.862320078145032
796,Almacen 796,1214.0,1336.0,500.0,153.0,H,H,41.103024373756725,-3.478543904528455
797,Almacen 797,2.0,3.0,500.0,1.0,H,H,39.54289059335814,-0.7328793307848525
798,Almacen 798,247.0,2222.0,375.0,171.0,V,V,42.89106420274192,-3.87178556651486
799,Almacen 799,4938.0,15274.0,198.0,690.0,H,V,42.719076335484445,-1.5313763569984014
800,Almacen 800,9357.0,15000.0,2425.0,1606.0,V,V,40.8182855614499,-2.5362575769318765
801,Almacen 801,34733.0,38207.0,173.0,367.0,H,H,42.18402996089795,-6.189221907965518
802,Almacen 802,16.0,2222.0,101.0,113.0,V,V,39.71671649025028,-4.242234269008055
803,Almacen 803,4784.0,2222.0,94.0,389.0,V,V,43.45741136222952,3.6485569330014513
804,Almacen 804,5377.0,5000.0,500.0,867.0,V,V,38.8483629156782,-2.535762906577471
805,Almacen 805,1761.0,1938.0,500.0,20.0,H,H,37.54378128623567,-6.500118337585617
806,Almacen 806,1.0,2.0,500.0,1.0,H,H,37.74720482902922,1.9918073535431589
807,Almacen 807,19.0,4.0,2.0,500.0,H,V,36.4158413411205,-4.992946490285881
808,Almacen 808,773.0,851.0,500.0,72.0,H,H,36.24380674172961,3.6628240614404586
809,Almacen 809,5206.0,17059.0,500.0,170.0,H,V,43.57006472605747,-3.86003541991922
810,Almacen 810,1.0,2.0,500.0,1.0,H,H,37.5629089179382,-8.037501815824637
811,Almacen 811,-272.0,7371.0,588.0,583.0,H,V,40.686835153441685,-6.142913574668773
812,Almacen 812,2.0,3.0,500.0,1.0,H,H,43.68753073965889,-4.449430170972975
813,Almacen 813,2.0,3.0,500.0,2.0,H,H,39.98764391270691,-6.441153254255428
814,Almacen 814,156.0,0.0,500.0,500.0,M,V,41.64809352304002,-3.7128363571732104
815,Almacen 815,407.0,1359.0,500.0,28.0,H,V,40.801698658237655,-7.352318424556599
816,Almacen 816,1.0,0.0,500.0,500.0,M,V,42.26848398726828,-6.78034287103795
817,Almacen 817,23.0,0.0,500.0,500.0,M,V,37.04365880151738,0.6301325051671665
818,Almacen 818,211.0,233.0,500.0,161.0,H,H,43.24391721603457,-6.672402220227772
819,Almacen 819,898.0,6158.0,500.0,185.0,H,V,43.61406134256222,-4.266604780003857
820,Almacen 820,1.0,2.0,500.0,1.0,H,H,41.6032612921762,-0.26680319931260854
821,Almacen 821,0.0,0.0,500.0,500.0,M,M,39.47193531107128,-8.596436062728356
822,Almacen 822,467.0,514.0,500.0,89.0,H,H,39.2796032263515,-4.0297081856762595
823,Almacen 823,5.0,6.0,500.0,1.0,H,H,42.01727359411828,-8.904286279016837
824,Almacen 824,1.0,2.0,500.0,1.0,H,H,40.59567392934978,-6.098847735933685
825,Almacen 825,4322.0,6500.0,4260.0,207.0,V,V,40.32963564864151,-1.710132014387228
826,Almacen 826,0.0,0.0,500.0,500.0,M,M,38.79724572500177,-2.037008122039156
827,Almacen 827,0.0,0.0,500.0,500.0,M,M,42.09314835734045,-5.93981302897657
828,Almacen 828,4788.0,4457.0,3394.0,500.0,V,V,40.733814243176084,-8.29921740019094
829,Almacen 829,432.0,2222.0,500.0,171.0,V,V,40.048726495178606,-5.80660784728949
830,Almacen 830,88.0,97.0,500.0,10.0,H,H,42.054055212585894,-4.912858401895427
831,Almacen 831,1201.0,1322.0,500.0,40.0,H,H,43.66433216464263,-3.361917824238371
832,Almacen 832,1.0,2.0,500.0,1.0,H,H,40.60420349631171,2.146523405144597
833,Almacen 833,1.0,2.0,500.0,1.0,H,H,40.62500252825537,0.1008397072152345
834,Almacen 834,171.0,189.0,500.0,14.0,H,H,40.51793923573907,3.89894554455247
835,Almacen 835,101.0,112.0,500.0,7.0,H,H,40.23784110627736,3.081502056732095
836,Almacen 836,26.0,29.0,500.0,6.0,H,H,37.271693314799876,-1.4277417364791862
837,Almacen 837,58.0,64.0,500.0,38.0,H,H,41.49949805378324,-3.5714973420654825
838,Almacen 838,64.0,71.0,500.0,11.0,H,H,37.95294664216339,-6.230167460650735
839,Almacen 839,60.0,66.0,500.0,16.0,H,H,41.529924184395085,-8.580886120255492
840,Almacen 840,835.0,919.0,500.0,236.0,H,H,40.88069966779092,-9.01911474007387
841,Almacen 841,538.0,592.0,500.0,66.0,H,H,36.119043036686534,-1.8024572588210512
842,Almacen 842,1109.0,1220.0,500.0,146.0,H,H,37.9366735358676,-5.053236564550785
843,Almacen 843,317.0,349.0,500.0,13.0,H,H,38.19174358798582,-8.663936063485911
844,Almacen 844,274.0,302.0,500.0,11.0,H,H,40.263106567229855,-2.37318113486558
845,Almacen 845,357.0,393.0,500.0,17.0,H,H,40.38949124520606,-6.307112298540346
846,Almacen 846,196.0,216.0,500.0,8.0,H,H,42.7964756103314,-3.8587082006958706
847,Almacen 847,139.0,153.0,500.0,10.0,H,H,37.30892500983521,-6.493388876050168
848,Almacen 848,497.0,547.0,500.0,28.0,H,H,38.96923106680044,-4.075882193182039
849,Almacen 849,106.0,117.0,500.0,6.0,H,H,43.64556536371828,-0.4405433534108365
850,Almacen 850,393.0,433.0,500.0,14.0,H,H,42.115007301820995,-8.607544077510505
851,Almacen 851,277.0,305.0,500.0,20.0,H,H,40.30013847032216,-9.004515271062173
852,Almacen 852,95.0,105.0,500.0,9.0,H,H,38.225289371920475,-4.8780867003209565
853,Almacen 853,245.0,270.0,500.0,14.0,H,H,42.16532167231763,-2.795945375233325
854,Almacen 854,314.0,346.0,500.0,19.0,H,H,38.665604947347454,2.2554999597667127
855,Almacen 855,491.0,541.0,500.0,20.0,H,H,37.728191665503815,-2.9451321455550836
856,Almacen 856,206.0,227.0,500.0,9.0,H,H,41.805630985958686,3.8428361617549083
857,Almacen 857,44.0,49.0,500.0,3.0,H,H,40.5047499423425,2.3382483260608495
858,Almacen 858,113.0,125.0,500.0,6.0,H,H,38.615949795939414,-2.4376437359376046
859,Almacen 859,44.0,49.0,500.0,6.0,H,H,38.49364022274061,-0.12471474383038483
860,Almacen 860,435.0,479.0,500.0,72.0,H,H,37.999614642934546,-8.84718633320234
861,Almacen 861,526.0,579.0,500.0,30.0,H,H,38.30904046832646,1.7500586896245505
862,Almacen 862,122.0,135.0,500.0,8.0,H,H,39.50320823721834,-6.852555263007684
863,Almacen 863,829.0,912.0,500.0,65.0,H,H,38.8317833898085,-2.782888172793297
864,Almacen 864,184.0,203.0,500.0,9.0,H,H,36.2693891416026,2.733325226776671
865,Almacen 865,399.0,439.0,500.0,62.0,H,H,39.63508294776491,-3.8279606172804828
866,Almacen 866,679.0,747.0,500.0,20.0,H,H,42.83770184910258,-5.941891409912664
867,Almacen 867,857.0,943.0,500.0,30.0,H,H,38.42420879937176,-9.157579183289206
868,Almacen 868,455.0,501.0,500.0,35.0,H,H,38.43801111136054,3.8867063333469307
869,Almacen 869,365.0,402.0,500.0,20.0,H,H,40.59082643481387,2.8798667691546402
870,Almacen 870,442.0,487.0,500.0,18.0,H,H,37.445248112199764,-6.095198017084097
871,Almacen 871,252.0,278.0,500.0,12.0,H,H,37.81062458389437,-3.1408080548021413
872,Almacen 872,197.0,217.0,500.0,15.0,H,H,39.06675829570564,-3.727794146418331
873,Almacen 873,287.0,316.0,500.0,14.0,H,H,39.29197283671664,-6.967347393683271
874,Almacen 874,11.0,13.0,500.0,4.0,H,H,41.71815158823325,-8.426727142649296
875,Almacen 875,687.0,756.0,500.0,40.0,H,H,43.7943100053901,-9.135174834327172
876,Almacen 876,602.0,663.0,500.0,120.0,H,H,42.767924132916036,-5.089439182140224
877,Almacen 877,34.0,38.0,500.0,4.0,H,H,41.84446018232147,1.767013525239065
878,Almacen 878,217.0,239.0,500.0,13.0,H,H,36.20682303435365,4.100569894403851
879,Almacen 879,209.0,230.0,500.0,12.0,H,H,42.69968974366243,-9.162894182210193
880,Almacen 880,405.0,446.0,500.0,12.0,H,H,40.629631836885856,-4.145779159388735
881,Almacen 881,290.0,319.0,500.0,16.0,H,H,42.876575542700145,-5.4291300551305355
882,Almacen 882,162.0,179.0,500.0,8.0,H,H,43.726954835797294,1.1061561109373024
883,Almacen 883,442.0,487.0,500.0,14.0,H,H,36.43427984490441,4.236763876254731
884,Almacen 884,205.0,226.0,500.0,10.0,H,H,41.30858756416082,-7.933514630855972
885,Almacen 885,293.0,323.0,500.0,13.0,H,H,37.903803173173316,-4.212022427124072
886,Almacen 886,772.0,850.0,500.0,40.0,H,H,38.51960409804161,-6.356906102027156
887,Almacen 887,45.0,50.0,500.0,6.0,H,H,42.83125374030165,-3.2938970930301323
888,Almacen 888,38.0,42.0,500.0,8.0,H,H,43.502370333157316,1.13863181750129
889,Almacen 889,259.0,285.0,500.0,14.0,H,H,37.726519099356985,-4.837123314485337
890,Almacen 890,326.0,359.0,500.0,13.0,H,H,40.20758288276052,-7.518040909636289
891,Almacen 891,172.0,190.0,500.0,13.0,H,H,38.64698660815275,1.0249694632330204
892,Almacen 892,244.0,269.0,500.0,11.0,H,H,37.69530149908796,-7.344835865233257
893,Almacen 893,621.0,684.0,500.0,18.0,H,H,41.69169503648451,3.9380054274701575
894,Almacen 894,112.0,124.0,500.0,8.0,H,H,38.31721533726622,1.9895151717136006
